a,"n.(A)As 或 A's  安(ampere);(a) art.一;n.字母A /[军] Analog.Digital,模拟/数字 /(=account of) 帐上"
accessary,"n.[律]同谋,帮凶,从犯adj.同谋的,帮凶的"
accessibility,"n.易接近,可到达的"
accessible,"adj.易接近的,可到达的,易受影响的,可理解的"
accessibly,"adv.可接近地,可亲地,"
accessing,访问
accession,"n.就职,就任,添加,增加"
accessional,adj.附加的 另外的
accessit,n.(英国及法国学校中颁给学生的)二等奖(状)
accessorial,"adj.附属的,辅助的,增加的,补充的"
accessories,n.[计] 附件
accessorily,"adv.附从地,附属地"
accessorius,"n.[解]副神经,副肌,副腺"
accessorize,"vt.装饰,补充vi.穿戴装饰品"
accessory,"n.附件,零件,附加物,从犯,同谋者adj.附属的,补充的,同谋的,副的"
acciaccatura,n.<意>[音]短倚音
accidence,n.入门
accident,"n.意外事件,事故"
accidental,"adj.意外的,非主要的,附属的n.非本质属性,次要方面"
accidentalism,"n.偶然,无意"
accidentalist,n.偶然论者adj.偶然论的
accidentally,"adv.偶然地,意外地"
accidented,adj.凹凸不平坦的
accidently,adv.=accidentally
accidentproof,adj.(用具或器具等)可防止意外或减少意外机会的
accidie,"n.倦怠,漠然"
accipiter,"n.鹰类,猛禽"
accipitral,"adj.鹰的,鹰似的,贪婪凶猛的"
acclaim,"n.喝彩,欢呼v.欢呼,称赞"
acclamation,"n.欢呼,喝彩,(以欢呼、鼓掌等表示的)拥护,赞成"
acclamatory,"adj.欢呼的,喝彩的"
acclimate,"vt.使适应新环境,使服水土vi.服水土,适应"
acclimation,"n.服水土,顺应,适应环境"
acclimatise,v.<主英>=acclimatize
acclimatization,n.环境适应性
acclimatize,"vt.使适应(或习惯)新环境(或气候等),使服水土"
acclivitous,"adj.倾斜的,上斜的"
acclivity,n.[地]向上的斜坡
acclivous,adj.向上斜的
accolade,"n.赞美,骑士爵位的授予,连谱号"
accommodable,"adj.可适合的,可适应的"
accommodate,"vt.供应,供给,使适应,调节,和解,向...提供,容纳,调和;vi.适应"
accommodating,"adj.乐于助人的,随和的,善于适应新环境的"
accommodation,"n.住处,膳宿,(车,船,飞机等的)预定铺位,(眼睛等的)适应性调节,(社会集团间的)迁就融合"
accommodationist,"n.妥协者adj.妥协的,迁就的"
accommodative,adj.=accommodating
accommodator,n.调解人
accomodate,"v.容纳,留宿,使...适应"
accompanier,"n.(=accompanist)同伴,伴唱者"
accompaniment,"n.陪伴物,伴奏"
accompanist,n.伴奏者
accompany,"vt.陪伴,伴奏"
accompanying,"adj.陪伴的,附随的"
accompanyist,"n.随伴者,伴奏者"
accomplice,"n.同谋者,帮凶"
accomplish,"vt.完成,达到,实现"
accomplishable,"adj.可达成的,可完成的"
accomplished,"adj.完成的,熟练的,多才多艺的"
accomplishment, ns//n.造诣
accompt,"n.,v.<古>=account"
accord,"n.一致,符合,调和,协定;vt.一致,给与;vi.符合"
accordable,n.可一致的
accordance,"n.一致,和谐"
accordancy,"n.(=accord)调和,意向"
accordant,adj.一致的
accordatura,n.[乐]基调
according,adv.依照
accordingly,"adv.因此,从而"
accordion,n.手风琴adj.可折叠的
accordionist,n.手风琴师
accost,"vt.对...说话,搭话"
accostable,adj.易接近的
accouche,v.接生
accouchement,"n.<法>分娩,生产"
accoucheur,"n.<法>男助产士,产科男医师"
accoucheuse,"n.<法>女助产士,产科女医师"
account,"n.计算,帐目,说明,估计,理由;vi.说明,总计有,认为,得分;vt.认为"
accountability,"n.有责任,有义务,可说明性"
accountable,"adj.应负责的,有责任的,可解释的"
accountably,"adv.可辩解地,可说明地"
accountancy,"n.会计师之职,会计学"
accountant,"n.会计(员),会计师"
accountantship,n.会计职务
accounting,"n.会计学,清算帐目"
accounts,"帐目,帐号"
accouplement,"n.[建]对柱,成双构件,[木工]系木"
accouter,"vt.供以服装,供以军用品,装备"
accouterment,"n.穿着,配备,饰物"
accouterments,"n.军人的配备,服装"
accoutre,"vt.供以服装,供以军用品,装备"
accoutrement,"n.(=accouterment)穿着,配备"
accoutrements,"n.军人的配备,服装"
accra,n.阿克拉(加纳的首都)
accredit,"vt.信任,授权,归于"
accreditation,"n.委派,信赖,鉴定合格"
accredited,"adj.可接受的,可信任的,公认的,质量合格的"
accrescence,"n.添加,成长"
accrescent,"adj.成长的,增大的"
accrete,"vi.共生,合生,附着;vt.使依附,使连接;adj.共生的"
accretion,n.增长
accroach,"v.非法占有,强占"
accrual,"n.获利,利息,自然增长"
accrue,"vi.自然增加,产生"
accruement,n.=accrual
acculturate,vi.适应文化;vt.使适应文化
acculturation,"n.文化传入,文化适应"
acculturationist,n.文化传入过程的研究者
acculturize,v.使...接受外来文化
accumbent,adj.横卧的
accumulate,"v.积聚,堆积"
accumulation,"n.积聚,堆积物"
accumulative,"adj.积聚的,累积的"
accumulator,"n.<英>蓄电池,积聚者"
accuracy,"n.精确性,正确度"
accurate,"adj.正确的,精确的"
accurately,"adv.正确地,精确地"
accurst,"adj.被咒的,可憎恨的,讨厌的"
accusable,"adj.可指控的,有可非难之处的"
accusal,"n.(=accusation)谴责,控告,罪名"
accusant,n.控诉者
accusation,"n.谴责,[律]指控"
accusatival,"adj.宾语的,宾格的"
accusative,"adj.&n.宾格(的),宾语(的)"
accusatorial,"adj.控告者的,责问的"
accusatory,"adj.非难的,控诉的,指责的"
accuse,"vt.控告,谴责,非难"
accused,n.被告
accuser,n.原告
accusingly,adv.责难地
accustom,vt.使习惯于
accustomed,"adj.通常的,习惯的,按照风俗习惯的"
accutron,n.电子手表
acd,"Automatic Call Distributor,自动呼叫转发器"
ace,"n.(纸牌或骰子)幺点,王牌飞行员(击落敌机五架以上者);adj.一流的;[军]Allied Command Europe,欧洲盟军司令部"
acedia,"n.懒惰,绝望"
aceldama,"n.犹大自杀之处,流血之地"
acellular,"adj.非细胞的,非细胞组成的"
acentric,"adj.无中心的,离心的"
acephalous,"adj.无头的,群龙无首的"
acequia,n.(美国西南部的)灌溉水渠
acer,"宏基电脑公司,主要生产个人电脑产品"
aceraceous,adj.槭树科的
acerate,"adj.[生物]一端尖的,针状的"
acerb,"adj.酸涩的,尖锐的,刻薄的"
acerbate,"vt.使发怒,使烦恼;adj.恼怒的"
acerbating,"adj.使发怒的,使烦恼的"
acerbic,"adj.酸的,尖刻的"
acerbity,"n.涩,酸,刻薄"
acerola,n.[植]金虎尾
acerose,"adj.[植]细长的,针状的"
acerous,"adj.[动]无角的,无触须的"
acervate,"adj.[植]成堆生长的,簇生的"
acervulus,n.分生孢子层
acescent,adj.变酸的
acesodyne,"n.止痛,止痛药adj.止痛的"
acestoma,n.肉芽块
acetabula,NULL
acetabularia,n.[植]伞藻
acetabuliform,adj.碟状的
acetabulum,"n.髋臼,关节窝,吸盘"
acetal,"n.[化]乙缩醛,乙缩醛二乙醇"
acetaldehydase,n.[生化]乙醛酶
acetaldehyde,"n.[化]乙醛,醋醛"
acetamide,n.[化] 乙酰胺
acetaminophen,"n.[药]醋氨酚,对乙酰氨基酚,退热净(一种替代阿司匹林的解热镇痛药)"
acetanilid,n.止痛(退热)剂
acetanilide,n.退热冰
acetarious,"adj.凉拌用的,拌生菜食用的"
acetarsone,"n.[药](用于治疗阿米巴病的)乙酰胂胺,阿西塔胂"
acetate,"n.[化]醋酸盐,醋酸纤维素及其制成的产品"
acetated,adj.[化]用醋酸处理过的
acetazolamide,"n.[药]乙酰唑胺,醋唑磺胺(利尿剂)"
acetic,"adj.[化]醋的,乙酸的"
acetification,"n.使变成醋,醋化"
acetifier, [化]醋化器
acetify,"v.[化](使)醋化,(使)变酸"
acetimeter,n.醋酸比重计
acetin,"n.[化]醋精,甘油醋酸酯,乙酸甘油酯"
acetoacetyl, coenzyme A [生化]乙酰乙酰辅酶A
acetobacter,n.[微]醋菌属
acetometer,n.[化]醋酸计
acetonaemia,n.[医]丙酮血(症)
acetone,n.[化]丙酮
acetophenetide,n.=acetophenetidin
acetophenetidin,n.[化]乙酰氧乙苯胺
acetophenone,"n.[化]乙酰苯,苯乙酮,苯基甲基甲酮"
acetose,"adj.酸的,醋一样酸的"
acetous,"adj.产生醋酸的,酸的,有酸味的"
acetum,"n.[化]醋酸溶液,醋"
acetyl,"n.[化]乙酰基,醋酸基"
acetylase,n.[生化]乙酰基转移酶
acetylate,v.[化]加乙酰基于
acetylcholine,n.[化]乙酰胆碱
acetylcholinesterase,n.[生化]乙酰胆碱酯酶
acetylco," A,acetyl coenzyme A[生化]乙酰辅酶A"
acetylene,"n.[化]乙炔,电石气"
acetylic,adj.乙酰基群的
acetylide,n.[化]乙炔化物
acetylsalicylate,n.[化]乙酰水杨酸盐(或酯)
acgb,Arts Council of Great Britain 大不列颠艺术委员会
achaea,n.亚该亚(希腊伯罗奔尼撒半岛北部的古省)
achaean,"adj.亚该亚的,希腊的;n.亚该亚人,希腊人"
achaetous,adj.[动]无刚毛的
achaia, =Achaea
achaian,adj.&n.=Achaean
achalasia,n.[医]弛缓不能
acharnement,"n.<法>凶猛 激烈,猛烈"
achates,n.忠实的朋友
ache,"n.疼痛vi.觉得疼痛,渴望"
acheb,"n.[生]短生植被区,短暂型植被"
achech,n.有鸟翼的狮身怪物
achelous,n.[希神]河神
achene,n.[植]瘦果
acheomycin,n.[药] 四环素
acheron,"n.[希神]黄泉,地狱,阴间"
acheulean,adj.[考古]阿舍利时期的
acheulian,adj.欧洲旧石器时代早期文化的
achievable,"adj.做得成的,可完成的,可有成就的"
achieve,"vt.完成,达到"
achievement,"n.成就,功绩"
achillean,"adj.阿基里斯的,勇敢的"
achilles,n.[希神]阿基里斯
achinese,"n.(印度尼西亚苏门答腊岛北部的)亚齐族,亚齐人(语)"
aching,"adj.痛的,疼痛的,心痛的"
achiote,"n.[植]胭脂树,胭脂树的种子"
achitophel,n.=Ahithophel
achlamydeous,adj.[植]无花被的
achlorhydria,n.[医]胃酸缺乏
achlorophyllous,adj.[植]无叶绿素的
acholuria,n.[医]无胆尿
achondrite,n.不含球粒陨石
achondroplasia,n.软骨发育不全
achordate,adj.&n.[动]无脊索的(动物)
achroglobin,n.[生化]消色球蛋白
achromasia,n.[医]色素缺乏
achromat,n.(=achromate)色盲患者
achromate,n.色盲患者
achromatic,"adj.消色差的,非彩色的"
achromaticity,"n.(=achromatism)无色,消色差"
achromatin,n.(细胞核内的)非染色质
achromatism,"n.无色,消色差性"
achromatization,"n.无色彩,消色差"
achromatize,"vt.使消色,使无色"
achromatophil,n.拒色组织
achromatophilia,n.拒染性
achromatopsia,n.色盲
achromatopsy,n.完全色盲
achromatous,"adj.无色的,淡色的"
achromic,adj.色素缺乏的
achromobacter,n.无色菌
achromycin,n.[药]四环素(商品名)
achy,adj.疼痛的
acicula,"n.[生物]针,刺"
acicular,"adj.针状的,针尖状的"
aciculate,"adj.有刺的,针状的,粗面的"
aciculignosa,"n.(生态学用语)针叶植被,针叶木本群落"
acid,"n.酸,<俚>迷幻药;adj.酸的,讽刺的,刻薄的;""atomicity,consistency,isolation,and durability"" 原子性,一致性,不相关性和持久性"
acidaemia,n.[医]酸血(症)
acidanthera,n.[植]非洲鸢尾
acidemia,n.[医]酸血症
acidfast,"adj.(结核菌)抗酸的,耐酸的"
acidhead,"n.吸麦角酸二乙酰胺成瘾者,嗜用迷幻药者,瘾君子"
acidic,"adj.酸的,酸性的"
acidification,"n.使发酸,酸化,成酸性"
acidifier,n.成酸剂
acidify,"vt.使酸化,使成酸;vi.变酸"
acidimeter,n.酸比重计
acidimetric,adj.[化]酸量滴定的
acidimetrical,adj.[化]酸量滴定的
acidimetry,n.[化]酸量滴定法
acidity,"n.酸度,酸性,[医]酸过多,胃酸过多"
acidize,"v.用酸处理,使酸化"
acidly,"adv.不悦地,心地不良地"
acidness,n.不悦的样子
acidogenic,adj.引起酸化的
acidoid,adj.似酸的;n.可能变酸的物质
acidophil,"n.嗜酸细胞adj.嗜酸的;n.[医]嗜酸细胞,嗜酸细菌"
acidophile,"n.[医]嗜酸细胞,嗜酸细菌"
acidophilic,adj.嗜酸的
acidophilus,adj.(=acidophilic)嗜酸的
acidosis,"n.酸液过多症,酸毒症"
acidproof,adj.耐酸的
acidulate,"vt.使酸化,使尖刻"
acidulated,"adj.带酸味的,不和气的,乖僻的"
acidulous,"adj.多少带酸味的,不悦的"
aciduria,n.[医]酸尿
aciduric,adj.耐酸的
acidy,adj.有些酸味的
acierate,"v.化铁为钢,掺碳,增碳"
aciform,adj.尖如针的
acinaceous,adj.[植]多子的
acinacifoliate,adj.(=acinaciform) [植]弯刀状的
acinaciform,adj.[植]弯刀状的
acinar,adj.[解]腺泡的
acini, acinus的复数
aciniform,"adj.如成串葡萄状的,多小核的"
acinus,"n.小核果,浆果,葡萄状腺"
acis,n.[希神]埃西斯(西西里青年牧人)
ack,"命令正确应答;Acknowledgement,接收确认信号"
ackemma,"n.上午,飞机修理工"
ackey,"n.西非黄金海岸用银元,电镀用的硝酸硫酸混合液"
acknowiedged,"adj.公认的,得到普遍承认的,被普遍认可的"
acknowledge,"vt.承认,答谢,报偿"
acknowledged,adj.公认的
acknowledgedly,adv.公认地
acknowledgement,"n.承认,确认,竧 of receipt//回执行"
acknowledgment,"n.承认,承认书,感谢"
acl,"Access Control List,访问控制列表"
aclinic,"adj.无倾角的,水平的"
acls,"American Council of Learned Societies,美国学术团体委员会 [军] Air Cushion Landing System,气垫着陆系统"
aclu,"American Civil Liberties Union,美国公民自由协会"
acme,"n.顶点,极致"
acmeist,n.阿克梅派诗人
acmesthesia,"n.[心]尖锐感觉,针刺感觉"
acne,"n.痤疮,粉刺"
acneigenic,adj.[医]致痤疮的
acnemia,"n.[医]腓肠部萎缩症,无腿(畸形)"
acnode,n.[数]孤点
acoasm,"n.(=acousma)幻听,幻觉"
acock,"adv.边翻卷地,歪斜着"
acoelomate,adj.[动]无体腔的
acoelous,adj.[动]无体腔的
acol,n.[牌]埃珂叫牌法(英国桥牌比赛中的叫牌法)
acold,adj.寒冷的
acolyte,"n.侍僧,助手"
aconitase,n.[生化]顺乌头酸酶
aconite,"n.乌头,从乌头的根提炼出的强心止痛剂"
aconitic,"adj.[植]附子的,乌头的"
aconitine,n.乌头碱
aconitum,n.=aconite
acopic,adj.消除疲乏的
acops,"Automatic CPU Overheat Prevention System,自动CPU过热保护系统"
acores, <葡>=Azores
acorn,"n.[植]橡树果,橡子"
acosmism,n.[哲]无宇宙论
acosmist,n.[哲]无宇宙论者
acosmistic,n.[哲]无宇宙论者的
acotyledon,n.[植]无子叶植物
acotyledonous,adj.无子叶的
acouasm,"n.[心]幻听,幻觉"
acouchi,n.[动]长尾刺鼠
acoumeter,n.听力计
acouophonia,"n.[医]听诊,音响诊断"
acouphone,n.微音传达器
acousma,n.幻听
acoustic,"adj.有关声音的,声学的,音响学的"
acoustical,"adj.听觉的,声学的"
acoustically,"adv.听觉上,声学上"
acoustician,n.声学家
acousticon,n.助听器
acoustics,n.声学
acoustoelectric,"adj.[电子]声电学的,电声学的,声电的,电声的"
acoustoelectronics,[复]n.[用作单]微声电子学
acoustooptics,[复]n.[用作单][物]声光学
acpi,"Advanced Configuration and Power Interface,高级配置与电源接口"
acqierement,"n.学得,学识,才艺"
acquaalta, <意>高潮(尤指不时淹没威尼斯历史上有名的中心区的洪水)
acquaint,"vt.使熟知,通知"
acquaintance,"n.相识,熟人"
acquaintanceship,"n.相识,相熟"
acquainted,"adj.有知识的,知晓的"
acquiesce,"vi.默许,勉强同意"
acquiescence,n.默许
acquiescent,"adj.默许的,默从的"
acquiescently,"adv.默认地,顺从地"
acquirability,"n.可得,可获"
acquirable,"adj.可得的,可获的"
acquire,"vt.获得,学到"
acquired,"adj.已获得的,已成习惯的,后天通过自己的努力得到的"
acquirement,"n.取得,习得"
acquisition,"n.获得,获得物"
acquisitive,"adj.想获得的,有获得可能性的,可学到的"
acquisitively,"adv.贪得无厌地,能获得并保留地"
acquit,"vt.宣告无罪,脱卸义务和责任,还清(债务)"
acquitment,"n.(=acquittal)释放,开释"
acquittal,n.宣判无罪
acquittance,"n.解除,偿清,清还证明书"
acraldehyde,n.(=acrolein)[化]丙烯醛
acranial,adj.缺颅骨的
acrasia,n.[心]自控能力缺失
acrasin,n.[生化]聚集素
acrawl,"adj.爬行的,拥挤的"
acre,"n.英亩,(pl.)地产,大片田地"
acreage,"n.英亩数,面积"
acred,adj.拥有许多地产的
acrid,"adj.辛辣的,(言语或语调)刻薄的"
acridity,"n.辛辣,狠毒"
acridness,"n.辛辣,苦"
acrimonious,"adj.严厉的,辛辣的"
acrimoniously,"adv.毒辣地,尖刻地"
acrimony,"n.言谈举止上的刻毒,讽刺,毒辣"
acrita,n.最下等动物
acritical,"adj.(指疾病)不危急的,不危险的,无极期的"
acrobat,"n.(走钢丝的)杂技演员,随机应变者,翻云覆雨者"
acrobatic,"adj.杂技的,特技的"
acrobatics,n.杂技
acrobatism,n.杂技
acrocarpous,adj.[植]茎端结实的
acrocentric,adj.&n.[生](染色体)近端着丝(的)
acrocephalia,"n.(=acrocephaly)尖头的,尖头畸型的"
acrocyanosis,n.[医]手足发绀
acrodont,"adj.[解][动]边齿的,颌缘的"
acrodrome,adj.[植]脉向尖聚集的
acrodromous,adj.(=acrodrome)脉向尖聚集的
acrodynia,n.[医]肢端痛
acrogen,n.顶生植物
acrogenous,adj.顶生的
acrolect, 上层方言
acrolein,n.[化]丙烯醛
acrolith,n.石首石肢木身的雕像
acromegalic,adj.肢端肥大症患者的;n.肢端肥大症患者
acromegaly,n.肢端肥大症
acromion,n.[解剖]肩峰
acronical,"adj.[天]日落时发生的,薄暮(发生)的"
acronically,allyadv.
acronichal,"adj.[天]日落时发生的,薄暮(发生)的"
acronym,n.只取首字母的缩写词
acronymic,adj.关于首字母缩略字的
acronymize,v.使成为首字母缩略字
acronymous,adj.(=acronymic)关于首字母缩略字的
acropathy,n.[医]四肢病
acropetal,adj.[植]向顶的
acrophobe,"n.恐高症患者,高空恐惧症患者"
acrophobia,n.[医]恐高症
acrophony,n.截头表音法
acropolis,"n.古希腊城市的卫城,雅典的卫城"
acrosin,"n.[生化]精子酵素,精子头粒蛋白"
acrospire,"n.(萌发种子最先生出的)旋状幼芽,幼根"
across,"adv.横过,交叉地,在对面 prep.越过,交叉,在...的那边,在...对面那边"
acrostic,n.离合诗adj.离合诗的
acrotism,n.[医]弱脉
acrr,American Council on Race Relations 美国种族关系理事会
acrux,n.[天]南十字星座中的一个星
acryl,n.压克力
acrylate,"n.[化]丙烯酸盐,丙烯酸脂"
acrylic,adj.[化]丙烯酸的
acs,"American Chemical Society,美国化学学会;Advance Communications Service,高级通讯服务"
act,"n.幕,法案,法令,动作,举动,节目,(戏剧的)幕vi.行动,产生...的效果,担当,表演,假装,表现,见效vt.扮演,装作"
acta,"America's Carriers Telecommunications Association,美国载波通信联盟"
actable,"adj.能实行的,能演出的,"
actaeon,n.[希神]亚克托安
acth,adrenocorticotrop(h)ic hormone
actigraph,n.(物质、有机体等的)活动变化记录仪
actin,n.肌动蛋白
actinal,"adj.有触手的,口侧的"
acting,"adj.代理的,起作用的,演戏的"
actinia,n.[动]海葵
actiniae,NULL
actinian,"adj.海葵的,似海葵的"
actinic,"adj.[物]光化学的,有光化性的"
actinicity,n.光化性
actinide,n.[化]锕类
actiniform,adj.[动]放射形的
actinin,n.[生化]辅肌动蛋白
actinism,"n.[物]光化度,光化作用"
actinium,n.[化]锕
actinochemistry,n.光化学
actinochitin,n.[生化]放线菌壳多糖
actinodermatitis,"n.[医]X光皮炎,放射皮炎"
actinogram,n.X光像
actinograph,n.辐射仪
actinoid,adj.放射线状的
actinolite,n.[地]阳起石
actinology,"n.[物]光(或射线)化学,放射线学"
actinometer,"n.[摄](自记)暴光计,暴光表"
actinometry,n.[天文]辐射测量学
actinomorphic,"adj.放射状的,辐射对称的"
actinomorphous,"adj.(=actinomorphic)放射状的,幅射量的"
actinomyces, [单复同]n.[微]放线菌
actinomycete,n.放射菌类
actinomycin,n.放射菌素
actinomycosis,n.放射菌病
actinomycotic,n.放射菌病的
actinon,n.[核]锕射气
actinospectacin,n.[微]放线壮观素
actinotheraphy,n.[医]放射疗法
actinotherapy,n.[医]射线疗法
actinouranium,n.[化]锕铀
actinozoan,"n.珊瑚虫,花形虫adj.珊瑚虫的"
action,"n.动作,作用,战斗,行动,举动,行为,(戏剧或书中)的情节,(某一地区、领域或团体中)最能产生效果、最有趣、最有刺激性的活动vt.对...起诉"
actionability,n.可控诉的情形
actionable,adj.可控告的
actionist,n.行动主义者(赞成采取行动而不考虑反对意见者)
actionless,"adj.不采取行动的,静止不动的"
actium,n.[生]海岩群落
activable,adj.[化]能被活化的
activated,adj.有活性的
activating,vbl.使活动
activation,"n.活化,激活,[化]活化作用"
activator,"n.[化]催化剂,触媒剂"
active,"adj.积极的,能起作用的,现行的,[语法]主动的,活动的,活跃的,活性的;n.[语法] 主动语态,积极分子"
actively,"adv.活跃地,积极地"
activex,n.微软倡导的ActiveX 网络化多媒体对象技术
activise,"v.(=activize)使活动,使活泼"
activism,"n.行动(第一)主义,激进主义,[哲]触动论"
activist,"n.激进主义分子,行动主义分子"
activity,"n.活跃,活动性,行动,行为,[核]放射性"
activize,vt.激起
actiyator,调速控制器
actograph,n.=actigraph
actomyosin,"n.[生化]肌动球蛋白,肌纤凝蛋白"
acton,"n.铠衣(13及14世纪时穿在铠甲里的短袄),皮铠衣"
actor,"n.男演员,行动者,参与者"
